txId1,txId2
103779,100784
101699,101428
103448,102004
103791,101413
102108,102706
100478,103625
102059,103243
102933,103537
100890,102336
100565,101595
103545,100240
100970,101708
101660,103591
100165,101603
103225,101175
101167,102013
103495,102074
102642,103723
101200,102794
102542,101333
101971,102615
101055,100536
101490,100713
101806,101419
102062,102877
101755,103400
101474,103850
101128,100509
103191,100950
101508,101827
102721,101273
103121,100003
103748,100630
101493,103271
100354,101310
103009,102669
102087,102786
101436,100902
102723,102570
100227,101104
102935,101769
103884,100217
103064,100283
103175,100718
100745,102945
103663,100260
102396,101779
102240,102321
101538,103854
101645,100483
101256,102506
102126,100346
102613,101614
103586,101826
103893,103326
100051,102238
100704,103812
100260,100131
102586,100314
101896,103241
100583,103775
102386,102774
102250,103029
101653,101401
102190,103628
101108,101969
100462,100591
102774,103320
103280,101026
100862,101152
100627,103695
101586,101840
103197,101139
100036,102780
102962,103529
103664,100674
102927,103237
101909,100144
103563,100463
103231,100773
101343,101127
103789,100700
103460,100534
100236,100119
100160,100219
102767,103413
103372,101653
103488,101138
101902,100251
101615,100361
101887,102118
101285,103640
101511,103101
101459,103823
103772,100373
102407,102297
102296,103851
102457,101427
102140,101223
103885,101385
102011,100396
103337,100200
102266,100642
103609,103469
100907,100418
103880,103933
101373,101570
100354,103437
102419,102824
102902,103211
102896,103644
101527,103487
102792,103101
102786,101293
101091,100658
100673,100305
102634,102510
103465,102907
101634,101878
103418,100341
103659,102805
100408,100281
101350,102218
102811,101391
100405,103755
102132,102623
103271,101913
101168,100688
100941,100058
100166,100668
103576,103627
100585,101749
103464,103321
100999,102828
101344,100254
103583,102996
102522,101369
101939,100409
100787,101777
100454,101921
103055,101965
102138,101132
103332,100631
100041,103454
103326,102616
102331,101204
100838,103376
103167,100491
103643,102328
100244,101241
101723,101722
103378,102977
100242,100038
103706,103225
100481,101881
102632,100556
102044,103687
101783,100163
103730,103672
101622,100700
100335,101453
102402,101471
103356,101198
100522,103598
100396,102957
100277,103076
101402,101734
100362,103086
100435,101814
102539,102482
102850,101563
101331,101880
103561,102158
100503,102507
102396,101625
102956,100228
100460,101873
102004,103518
102200,102926
103702,101118
100856,100972
103863,100418
100453,100649
102544,103832
102302,103036
103100,100775
103589,100003
103453,100647
103933,101644
101878,102377
103450,102336
101407,100345
103153,103748
101673,101147
101132,103021
102792,103937
101623,102949
101784,102485
101317,100454
100805,102059
100623,103354
102241,100372
102853,101634
102381,100831
103832,101838
103731,100142
102621,101230
101315,101980
101275,103181
102031,101419
100031,100740
100423,100214
102076,100865
100750,102941
103390,101641
102989,101323
100753,103220
103320,102029
100488,102473
102184,103953
100210,101721
101827,100055
103328,103276
100973,103904
100700,102535
102761,100727
100867,101742
102435,100373
103591,100263
101748,102565
101131,101654
103920,101634
102660,102695
100821,103020
100922,102057
102819,102617
103819,101272
102669,102833
102454,102671
102445,101432
100616,102182
101307,100376
101434,101333
103300,102595
101316,100209
101724,101658
102124,100299
100404,102562
100689,103279
101335,101165
103998,103121
102799,100991
101233,100283
101028,103132
102298,100319
100492,102674
101643,102102
100732,103535
103227,100616
100366,101489
102619,102901
101489,101792
100744,102463
102361,101018
103382,101585
102943,102104
102604,101432
101408,100908
103724,102218
102882,100942
103199,100768
103428,103126
102614,103103
103983,102794
102800,101131
102044,101569
103955,101069
103899,101385
100010,100975
100702,100367
100870,101148
103500,102699
103283,102576
102418,102367
101409,100565
103920,103850
100465,102224
102886,100323
102599,103868
101645,101704
101033,101103
103754,101684
100816,102477
102873,102550
100814,103613
103205,101658
102413,101082
100695,103914
103601,103470
101517,103974
103571,102818
100545,100050
100446,101027
101652,100466
103004,103960
102533,100855
100185,102980
100583,102620
100729,102933
103542,100438
103679,103147
103605,103797
101219,103981
101690,102955
103339,100030
100149,103424
103349,101146
100339,102154
102983,102780
102010,102885
103113,100075
103214,103081
103827,101927
101814,100508
100213,102920
101452,100302
100898,100949
101614,102999
102487,101505
101015,101515
102579,100197
101498,103666
101995,101359
103091,103581
103192,102544
100009,101050
101170,101615
103551,103260
103055,103512
103568,101660
101579,100200
100112,103161
100912,102069
102112,101878
103956,103619
100165,103655
102694,101582
100091,101249
102988,100581
101187,100168
102319,102122
100534,102981
100788,100070
102840,103478
102145,103665
100265,103465
100702,100961
103177,101260
101101,103328
101091,101062
102694,101349
103055,101348
102414,103104
100695,103413
103678,102627
103708,102412
103808,100748
102542,101006
103722,101579
103356,101972
102797,101625
100084,102425
103940,102721
100991,102187
100631,102900
102675,100368
101723,100316
102750,102610
103024,101354
103607,102985
101300,102375
102280,103288
100084,103388
101576,103980
100531,101458
102289,100721
103004,100644
102376,102417
103800,103721
102856,100899
100512,102643
102607,101769
102912,101539
102187,101571
103802,103461
100320,103356
101799,101805
103440,101353
101055,102173
100816,101730
100432,101234
100506,100188
103438,103844
100517,101518
103884,100848
100503,102726
100468,101407
103912,101930
102005,101104
101355,101884
102272,102254
102501,100126
100158,103269
102107,102795
103454,100525
102467,103970
102937,102497
103881,101195
101902,103796
101515,102239
101909,103555
102786,100429
101658,103881
103020,100833
100901,102307
101408,103147
100562,102189
103583,101824
100056,101841
102455,102164
103082,101799
102567,100082
102294,103092
100765,103668
103528,103455
101836,100266
103689,100004
101732,100016
103637,102229
101955,102982
101413,103068
103871,103706
100625,102930
101045,103542
101887,100458
102174,101917
103208,102873
101517,103222
100940,103451
100048,102346
103431,100820
100585,102183
103432,100930
100299,101290
103135,101363
101573,102732
100362,101610
102825,102187
103157,103162
102065,102238
101952,103786
102228,102162
103395,100304
101593,100369
100555,102994
101851,102284
103905,100308
101327,103932
101088,103175
102411,101509
100707,100727
102048,100864
103962,100305
103751,101968
102903,100442
102429,103404
102324,103414
101436,103720
100714,100952
100013,100596
100049,101606
102580,102671
101565,102481
101164,100945
102141,100120
100128,102647
101080,102611
100848,102702
103364,100045
102120,100993
103208,103337
102091,100629
100591,103545
101796,103417
100734,103899
103216,103835
101481,103927
103236,100332
101524,102574
103081,100558
101437,102400
101493,103493
101774,102014
101056,100456
100451,102138
102960,102290
102382,102113
102163,103655
101822,103829
101424,102709
102127,103115
100670,101039
100712,103360
102534,102548
102894,101105
100038,100061
103329,101015
101459,101143
103828,102032
103526,102268
103301,103384
100794,103335
103823,101694
101860,103233
103693,101481
102974,100643
100884,100365
102399,102272
102909,102784
102913,101955
100841,102646
102139,103888
100642,101885
101372,102647
100747,103074
100475,100324
102860,100207
103342,100937
100825,100371
102002,100513
101692,103705
102319,103171
101230,101530
100346,102295
102840,102364
103462,100934
103274,103002
102527,102389
102558,100285
103171,101629
103686,100924
102065,102546
102215,103363
100826,103339
102253,100722
103403,102491
101211,102800
101386,101206
102790,103138
100314,100633
101429,102557
101564,101682
100682,100548
100461,101746
103649,101569
103560,103202
102463,101206
100519,100569
102174,103190
101863,103230
101753,100978
102795,102566
101137,101633
100619,100553
102140,102565
100014,100247
100672,102550
100486,103153
100964,103779
101960,103748
101923,103413
103211,103627
102277,103218
100702,102736
102653,102726
100109,100683
102124,102089
103529,103790
102281,103898
103903,102955
101431,102834
102866,102609
103825,103787
100294,101350
102837,101433
102957,103452
102221,103037
100038,100297
100252,102623
102236,101420
102880,103023
100013,102307
103617,102234
102098,101673
103875,100098
103753,101932
101253,100130
103151,100148
103942,101189
101567,101926
103061,100507
102391,103709
100858,100669
101964,103182
101513,102215
103973,103609
102524,102937
100149,100517
103475,102353
102878,103814
100196,103433
100197,100171
101848,101291
103943,101061
101201,100285
101763,103177
103013,103312
101414,103099
101884,101135
100894,101081
102907,102271
100200,101404
102590,102394
102149,103710
103695,103142
100710,103197
103949,103517
103309,103017
103573,100326
103970,102139
103347,100117
103423,100660
103372,100989
101531,100049
100382,103882
103989,102830
100461,102487
103669,101124
102742,100495
100107,103664
100428,102327
102030,102835
101909,103662
103954,101893
103499,100542
100835,102440
100835,102624
100180,102507
101964,100392
101524,102395
101978,101238
100883,102963
100984,102003
103854,103478
100782,100696
100503,102068
100802,101117
103287,100029
103429,100819
103856,101190
101331,100730
100489,101629
103335,103484
100837,102046
101140,101221
103614,103716
100359,103666
100964,103126
101467,101281
103342,101047
103405,101836
100127,102207
101570,101494
103794,101589
101394,100259
101298,103999
103015,101549
103386,100665
101578,103904
101582,102936
102123,100297
100688,100618
103695,100717
103189,101483
103648,103920
102998,103864
101569,100503
100427,103361
100091,101414
103852,103696
100783,101344
100722,101620
100998,102004
103575,102519
101728,101557
103149,102548
101865,102744
100676,102471
101409,101002
100788,100626
101312,102512
102756,100024
102935,103416
101775,102256
103106,100240
100628,100078
103964,103541
101714,103466
102362,100187
101805,103442
101188,101057
100132,100945
101173,100928
101946,102909
103397,103906
102517,103796
100195,100554
100733,100042
103490,100675
102731,101071
102540,103861
102075,103568
103192,100308
102110,103578
100698,100423
101103,101952
102542,101857
101372,100685
102194,101494
101503,101927
103577,101629
100283,100535
102709,100916
100081,100607
101755,100949
101127,101602
101355,102991
101057,101492
101507,101383
100231,103273
101746,100833
102849,102631
102613,102210
100468,100908
101365,101932
102593,103325
103346,101372
100514,102649
103109,100683
103271,100659
101575,102461
102581,100415
100841,101145
103514,102911
101248,101422
103761,102269
100732,103633
100042,101435
100149,101760
103883,101900
103766,103965
103025,100682
103722,100480
101562,103604
101989,101289
101235,102804
101484,103861
103968,100129
100899,102588
103288,100962
100560,100499
100648,100678
100703,101711
103899,100522
102790,103256
101233,103678
100390,101200
100386,100914
100128,103741
101262,103065
101921,102847
103224,101801
101171,102292
103292,101875
100719,103757
102543,101150
100652,102422
103207,101030
101741,101888
103996,103925
102805,102346
101830,101117
102859,101983
101403,102869
101756,102175
103712,102740
102933,103926
103361,100787
103531,100932
102482,103712
102338,102631
102661,100172
101821,102305
103246,102684
102162,101403
101558,103972
103666,103188
101295,102032
101110,102523
102968,103009
101630,102690
100194,100860
103593,100752
102083,103810
102137,102731
103534,101340
101413,102772
102273,103503
101035,101034
101672,102446
101180,101150
103761,100434
103128,101881
103842,103494
100068,100040
100339,100695
101502,102689
103897,103620
102810,100813
100236,100179
101357,101467
100746,100422
102523,103547
103526,103279
103704,101495
103223,103177
100685,103700
103680,102768
100783,102461
102468,102745
100909,102326
102804,101355
101881,102502
100719,100902
103735,100763
102102,101374
100777,102689
102930,100102
100057,100626
103406,103859
103351,100865
103417,101929
102337,100555
100924,103094
100352,103129
100386,102742
100588,102704
100062,101923
102938,102055
102072,103861
100943,101339
103479,100408
100211,103152
103670,101632
103782,101442
101495,103181
100762,100684
100816,103170
102470,102644
101040,101865
103904,102300
102278,100672
103420,102738
102979,101814
100631,101927
100705,101679
100642,101212
100681,101926
100522,103776
101717,101383
103402,101163
102084,100798
100536,103399
100548,101256
101584,102169
101927,101174
100720,103526
100921,100428
100630,102516
102273,103416
103277,101996
102645,103748
101966,102955
101009,102512
103762,103904
103860,101196
102068,100145
100169,102060
103798,100030
102693,102152
103112,103709
103208,102932
102664,102249
102383,100340
103001,103252
101012,103405
103679,101590
103686,103751
100750,103510
100798,103809
102977,101360
101038,101227
100257,101766
103602,101555
101936,102085
101961,102250
103029,102510
101278,103410
100637,103814
102503,102161
103741,100238
100811,101024
102114,102196
101028,102588
103513,103889
102357,102592
100226,102170
102192,100303
103706,101022
102426,101324
100371,100127
100562,102678
102155,100042
103012,101917
101903,100641
100558,103450
102626,103170
103742,101366
100511,102713
100675,102717
100548,101098
103359,102512
101806,100289
101409,101871
102096,102412
100643,102932
103761,102000
103753,101512
103524,101866
101118,100544
103146,100970
103941,103638
101589,103318
102857,102535
101637,102683
100084,101786
102383,100997
102724,103205
103192,102805
103216,103461
101673,101178
101158,102788
101659,101936
101836,100825
103506,102814
101414,101951
100791,103793
103116,101711
102060,103034
100139,102398
100218,103106
100346,102291
100460,100121
101350,101839
103331,101853
101510,102714
101166,102035
101560,101316
101814,100859
101186,102868
101739,100533
101420,102782
101894,100211
103136,101403
103272,100216
101465,100160
101623,102078
102525,101585
101856,101691
102619,101358
102995,100283
101671,101666
100464,103884
103174,102411
101977,103358
102451,102561
100805,102600
103887,102561
100008,103325
102758,103821
100898,103673
103303,100419
102579,102884
101628,101756
103067,100099
100188,100218
102527,100575
103147,100969
103680,102117
103422,103907
102432,100372
101784,103674
103699,102399
100758,103584
102448,103217
103133,103897
100402,102432
101932,102597
100217,102041
102094,101929
103449,102871
102457,101884
101507,102494
101700,100520
103528,103217
100416,100414
100279,102146
102981,102072
100970,102651
101109,103616
101405,101806
103375,102642
102158,102187
103374,103686
103509,102633
100176,101520
103317,102796
101363,100713
102595,103532
101880,102005
102841,102039
101853,101083
102045,100889
103705,102033
102497,103754
102850,101390
102586,100864
101442,101062
101329,103634
103022,102315
100426,103697
101677,103528
102784,101891
101416,100551
101440,100202
100226,100981
100596,102612
100715,102016
103649,103486
102580,103626
100133,100059
100439,103226
102884,100608
101860,103582
100292,103522
101289,101949
102827,103059
101962,100710
100076,103764
103344,102802
102279,102363
100419,102222
101466,101640
100984,103053
102053,103653
102020,101421
103179,100424
101244,100248
100953,100763
101450,103774
102572,103195
103719,101836
102971,103225
101857,103608
102722,101941
100566,100511
101133,103729
103332,102850
102877,103476
102458,102318
102661,101217
103617,101575
101435,102574
102499,103936
100197,102155
100944,101743
103472,100888
102807,100389
100644,102236
101736,102249
101151,101117
100203,102727
102667,100405
102405,102960
101312,101742
103621,103356
100945,101441
100963,101805
102748,102623
103887,100630
102286,100060
103738,102847
103423,103865
103472,100984
100109,101323
102823,102180
103998,100049
102581,101693
101979,103554
101342,102270
101951,102674
102997,102200
101245,102870
101482,100517
100574,101960
103001,102169
100396,101672
103118,102455
101970,101230
100620,101613
102133,102336
100478,100308
101302,102304
100042,100519
102645,102912
100615,103312
100048,103128
103285,100837
101981,100422
103702,102817
101189,101896
102656,103982
100088,101614
100465,103869
103593,101520
101722,103059
101510,103834
103403,102940
103321,100157
101682,100016
103172,102070
103759,103011
103573,101697
101866,101941
103154,100471
101586,100658
102509,103828
103462,102961
100028,100044
101072,102563
100628,101537
102833,102109
102229,102359
103406,101871
101688,102562
103351,102784
103847,103140
100614,101661
101797,100127
103601,100490
101032,100076
100402,103356
101099,100520
100077,100029
103560,100256
100395,101318
103300,103311
103372,101413
103800,103359
102574,103261
102631,100512
101061,101957
100733,100840
100517,102773
103974,101813
100409,103485
103638,101327
101633,102428
102358,100335
101376,100198
103207,102517
103640,102124
102132,103889
102802,102312
103788,103239
100239,101833
103949,101338
102535,101722
102338,101747
102344,101493
101265,103899
101980,103295
102855,100107
103209,101719
101716,101785
103231,101912
102505,100779
103237,103389
101835,100341
100970,100426
102051,102834
103125,102363
100756,101534
103731,103736
100631,100984
100222,101055
100362,100754
102588,100741
103566,102920
102744,101912
100333,100465
102935,100207
101623,103056
103285,102791
101432,103572
101372,101390
103295,100927
101833,100884
100253,103905
103552,103653
103505,100683
101585,101716
103093,102095
101066,100922
103474,103183
100527,102564
101763,101094
103088,101953
103195,100165
100895,102096
101394,102080
102033,101696
102484,102043
103659,101945
101632,100592
103453,102701
100940,103596
102825,101741
103084,103217
100754,103914
103570,103792
102663,103178
102802,101192
100910,102705
100777,103142
103430,101563
101123,100591
101469,101257
103052,102701
100959,103421
100595,100632
101384,100758
102004,103821
101884,103899
100097,103558
101508,103827
100451,101527
102659,100591
101890,102413
100062,100515
103722,103490
100015,102193
101036,100510
103118,103322
103800,103239
102203,100295
103546,100265
101632,101921
101912,103827
100618,102045
101737,103380
102523,100070
101290,101985
100829,101347
101368,103723
102226,102705
103443,100935
101189,100455
103029,100863
100862,101936
102872,100527
103839,103007
100056,102485
101680,103145
100900,102887
100962,101671
102759,103452
100260,101553
102843,103013
101136,103330
101926,102394
103470,101183
103872,100872
103453,103928
100666,100806
102824,102113
101222,103228
101060,100932
100584,100261
103042,100009
103137,102043
102175,102221
103862,101472
102525,100673
101063,100474
102216,102124
102234,103541
103949,102496
101454,101350
102485,100979
101464,102313
103889,102695
101991,101031
102311,102383
103432,102431
103072,101120
100480,103312
100026,101244
101330,101904
103996,103257
102676,100324
102044,103520
101819,102829
103889,102622
101287,100150
100656,103136
102272,102534
101435,101052
103146,103385
103553,100036
101078,102871
102094,103937
103922,100494
101719,100354
102952,103501
100703,101264
100110,102824
102851,100006
100920,102943
100383,101957
100759,102393
102702,103703
101930,101295
103117,101497
103708,100982
101906,101037
101300,103404
102582,103181
102050,103583
100889,102038
102742,103355
103895,100679
101300,101536
103583,100431
101418,101523
103930,100548
101288,100609
102755,100076
103919,101441
100883,100644
100357,103352
100495,101986
100282,103378
103414,103124
102135,102001
103161,101165
101998,103487
102007,101499
103658,103780
101057,102344
101458,103469
100652,100439
101624,100773
102425,103262
103971,103240
103599,100231
101183,103297
100061,100681
101986,102363
103541,103728
101058,100424
101952,103763
102226,102750
102428,102343
102795,101808
103097,103732
101823,103774
101120,100680
100673,100734
102233,103839
100003,100920
103483,102971
101080,103798
102353,102768
102308,101001
102174,103834
102671,102647
102866,101827
102234,103998
100029,101619
103528,103724
103982,103097
103451,101527
100527,102534
101031,101148
103381,101587
103542,101849
102505,102584
103418,102621
102336,100444
103264,103811
103769,103156
101554,101267
103729,103734
102602,102876
102886,101968
101853,103932
100584,100554
100092,100479
100366,101939
103237,103368
100189,103010
100689,100554
102003,103398
102190,100430
100370,103224
103248,102483
101964,102123
101123,103417
101443,103030
103957,102110
103446,102105
103350,103763
101054,102207
100268,102038
101612,100307
101663,103517
101234,101968
103001,103539
102895,102443
100198,103883
102453,101967
100396,100085
103456,100144
103374,101695
102001,103862
101597,101715
100054,101360
103251,100626
103082,101556
100158,101525
100886,101623
103658,103385
101560,103383
100494,100752
101669,101150
102762,101156
103626,103900
100670,101809
100638,103674
103440,100113
101466,100565
103169,102154
103004,103536
103488,103464
103560,100199
100866,100667
102862,100145
101258,103687
101179,101159
102423,101495
103189,103072
103853,101118
101640,102285
101716,101921
103644,102396
100674,100733
101659,102947
100034,101586
101547,100382
101952,102601
103161,100250
100015,102836
101088,101003
100030,100582
102972,100210
101703,102131
101023,102922
101959,103611
101359,103000
103853,102863
102447,103582
103793,103854
101474,101626
102353,101811
102488,101703
101788,103706
102794,102281
103898,102054
101460,100702
101472,102514
102534,101300
101474,103692
101205,102179
100707,103859
101601,101130
103717,100230
101875,101206
100693,100125
101597,102978
101286,103783
103388,100515
103071,100464
101917,101189
101506,100059
100626,102188
100711,102503
103092,102817
100784,101566
101542,103518
100960,103288
101188,100632
103911,101186
101690,100680
101065,102291
100735,101629
101776,100369
101859,101166
102784,103111
102287,100692
102434,100128
103658,102412
100653,100332
102611,102451
101372,100096
100667,101880
102828,103424
100812,100646
103007,100818
102468,102422
102677,100763
101075,103511
102245,103210
102977,103504
100875,101145
102130,103727
101245,100893
100511,102054
100254,103290
102324,101920
101417,100002
103267,100447
102836,103991
102405,100582
101046,103579
103549,101807
103086,101106
102439,103460
102285,100003
103081,100524
101860,101254
101906,100748
103854,102598
103188,103526
102522,101028
103371,100517
103594,100751
100774,103858
102766,101056
101581,101448
102337,101052
100622,102679
102084,100216
103995,102314
100808,102133
101026,101775
102304,101444
101359,103977
100956,101024
103447,102742
100752,100348
103076,100326
102332,103547
101546,100010
103960,100813
100940,103589
103600,102686
100501,101494
101289,103062
102167,100232
101030,100457
102695,100908
100519,100987
103236,102548
100041,102039
101535,101133
101299,100519
100748,101495
102092,101109
103343,100546
103704,101290
102614,102871
102841,101301
102425,101685
102054,102416
102468,103161
101942,103367
102514,100143
103940,102611
101442,100661
101552,103062
102168,102196
102723,101471
100928,102062
102996,101206
100963,103370
100672,102475
100397,100726
103908,103552
102971,103286
101289,103437
101967,100786
101734,103288
100338,100347
102949,100865
101737,102670
101534,102167
101111,103312
101595,102322
100053,102314
100120,103401
102420,103339
101088,102134
102506,103891
103827,103160
102086,102816
101389,101293
101441,103477
101655,103652
103028,100959
103402,100030
101437,103624
100389,103204
101200,101712
101129,101381
100200,103230
102322,102660
100072,103843
102945,102683
103038,103513
103642,101669
100855,103985
102403,102165
101063,103298
103021,101595
100983,103802
103201,103143
100525,103580
101453,101548
103207,100441
100656,101841
103610,100314
103558,102355
102392,100166
102489,101668
103093,103357
102372,101845
100791,102986
102900,101432
102645,103759
100649,103082
101810,103474
103968,102652
102822,101234
103002,101671
103128,102138
101991,101360
103388,100504
102317,102241
101436,103284
100751,102154
102113,100211
103522,101395
102453,102333
102670,100918
100176,101563
103724,101577
102401,103737
101741,101870
100685,102754
100070,101044
101937,102646
103541,101677
103004,100532
101642,101804
101301,102249
102707,103636
103995,102449
101026,100756
102456,103819
101259,102693
103888,101608
103222,102337
102078,101715
102685,101096
103045,103091
100715,102069
102738,102381
101145,103614
102015,103086
101295,103325
102234,100246
102915,101786
102062,100977
102997,103459
103760,100105
103969,100243
101359,101795
103189,100225
100072,102703
101997,102142
101988,100887
102374,100697
102586,102730
102262,102719
100048,102559
103734,102169
101514,101900
103865,102966
103115,100149
102328,100537
102596,102466
102806,103395
100859,101755
101822,102564
103228,101282
102027,102877
100657,101195
103495,100911
102176,101399
100872,101056
100179,102935
103510,102492
100186,103917
101286,103036
102263,102778
102166,100485
101662,102617
103662,100936
103057,101311
100107,103446
100483,101970
102337,100603
100413,101411
103227,103030
100569,100555
100066,101549
101992,103690
101010,101199
101012,103978
102060,102637
100156,103066
101788,100002
101502,101344
100754,102401
103768,103289
102630,103070
103994,100397
102500,100556
100824,102827
101196,100159
103666,102251
101955,102015
101757,101518
100545,101153
102222,102011
100108,101257
102718,101578
103009,102333
100614,102960
102680,102872
103024,100196
103861,101568
100756,100313
102952,102503
101040,100292
100742,103491
100508,102142
103043,100744
100299,103121
101833,100998
103041,101944
100832,103097
101649,102758
103353,101965
100304,102837
102859,102059
101801,102236
102208,100547
102656,102405
100364,100820
103242,101477
103765,100114
103209,100328
101998,100646
103786,101059
100331,101890
103269,102189
101591,102798
100987,103938
100007,101269
100929,102796
101636,103773
101142,100128
100866,103995
103452,103502
101692,101352
100030,102545
100237,100353
101323,102053
100563,100015
102874,101484
103960,103569
102361,100127
101932,102320
100134,101309
102633,101155
102697,100727
102047,101718
103519,101652
100453,100185
103958,102594
100759,100005
102315,101355
101482,101594
103060,102840
100609,101619
101462,101837
100102,100916
103776,103623
100370,100325
100749,100365
103053,100167
103433,101623
102056,100930
101933,100005
103750,102550
101469,102355
103563,100431
102877,103271
102110,103762
103938,103177
103035,100907
103992,100600
103068,102845
